id,user,uid,version,changeset,timestamp
14293945.0,TheDutchMan13,1330847.0,5,49150987.0,2017-06-01T01:13:59Z
14293948.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:13:59Z
14293954.0,LukeyBear,8926034.0,5,69535488.0,2019-04-24T17:29:18Z
14293956.0,alimamo,7213.0,4,14680590.0,2013-01-17T07:05:25Z
14293983.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:14:00Z
14293989.0,TheDutchMan13,1330847.0,2,49173735.0,2017-06-01T18:46:51Z
14294009.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:14:01Z
14294023.0,Dune64,7296558.0,9,69026204.0,2019-04-09T00:45:33Z
14294029.0,TheDutchMan13,1330847.0,8,64214924.0,2018-11-05T23:58:23Z
14294033.0,balrog-kun,20587.0,2,4250464.0,2010-03-27T23:01:48Z
14294035.0,TheDutchMan13,1330847.0,5,49150987.0,2017-06-01T01:14:02Z
14294057.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:14:03Z
14294067.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:14:03Z
14294072.0,TheDutchMan13,1330847.0,7,49150987.0,2017-06-01T01:14:03Z
14294093.0,KristenK,1494110.0,6,18119115.0,2013-09-30T22:14:58Z
14294115.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:14:05Z
14294143.0,ukrainian_falcon,7736637.0,5,57581374.0,2018-03-27T21:24:54Z
14294182.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:14:07Z
14294183.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:14:07Z
14294195.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:14:07Z
14294204.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:14:07Z
14294214.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:14:08Z
14294257.0,balrog-kun,20587.0,2,4250464.0,2010-03-27T23:02:15Z
14294265.0,TheDutchMan13,1330847.0,3,49173735.0,2017-06-01T18:46:54Z
14294268.0,TheDutchMan13,1330847.0,4,49173735.0,2017-06-01T18:46:55Z
14294269.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:14:09Z
14294272.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:14:09Z
14294283.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:14:10Z
14294292.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:14:10Z
14294293.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:14:10Z
14294297.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:14:11Z
14294305.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:14:11Z
14294306.0,balrog-kun,20587.0,2,4250464.0,2010-03-27T23:02:21Z
